frame,time_s,WRIST_x,WRIST_y,THUMB_CMC_x,THUMB_CMC_y,THUMB_MCP_x,THUMB_MCP_y,THUMB_IP_x,THUMB_IP_y,THUMB_TIP_x,THUMB_TIP_y,INDEX_FINGER_MCP_x,INDEX_FINGER_MCP_y,INDEX_FINGER_PIP_x,INDEX_FINGER_PIP_y,INDEX_FINGER_DIP_x,INDEX_FINGER_DIP_y,INDEX_FINGER_TIP_x,INDEX_FINGER_TIP_y,MIDDLE_FINGER_MCP_x,MIDDLE_FINGER_MCP_y,MIDDLE_FINGER_PIP_x,MIDDLE_FINGER_PIP_y,MIDDLE_FINGER_DIP_x,MIDDLE_FINGER_DIP_y,MIDDLE_FINGER_TIP_x,MIDDLE_FINGER_TIP_y,RING_FINGER_MCP_x,RING_FINGER_MCP_y,RING_FINGER_PIP_x,RING_FINGER_PIP_y,RING_FINGER_DIP_x,RING_FINGER_DIP_y,RING_FINGER_TIP_x,RING_FINGER_TIP_y,PINKY_MCP_x,PINKY_MCP_y,PINKY_PIP_x,PINKY_PIP_y,PINKY_DIP_x,PINKY_DIP_y,PINKY_TIP_x,PINKY_TIP_y,WRIST_speed_mm_s,WRIST_speed_px_s,WRIST_accel_mm_s2,THUMB_CMC_speed_px_s,THUMB_CMC_speed_mm_s,THUMB_CMC_accel_mm_s2,THUMB_MCP_speed_px_s,THUMB_MCP_speed_mm_s,THUMB_MCP_accel_mm_s2,THUMB_IP_speed_px_s,THUMB_IP_speed_mm_s,THUMB_IP_accel_mm_s2,THUMB_TIP_speed_px_s,THUMB_TIP_speed_mm_s,THUMB_TIP_accel_mm_s2,INDEX_FINGER_MCP_speed_px_s,INDEX_FINGER_MCP_speed_mm_s,INDEX_FINGER_MCP_accel_mm_s2,INDEX_FINGER_PIP_speed_px_s,INDEX_FINGER_PIP_speed_mm_s,INDEX_FINGER_PIP_accel_mm_s2,INDEX_FINGER_DIP_speed_px_s,INDEX_FINGER_DIP_speed_mm_s,INDEX_FINGER_DIP_accel_mm_s2,INDEX_FINGER_TIP_speed_px_s,INDEX_FINGER_TIP_speed_mm_s,INDEX_FINGER_TIP_accel_mm_s2,MIDDLE_FINGER_MCP_speed_px_s,MIDDLE_FINGER_MCP_speed_mm_s,MIDDLE_FINGER_MCP_accel_mm_s2,MIDDLE_FINGER_PIP_speed_px_s,MIDDLE_FINGER_PIP_speed_mm_s,MIDDLE_FINGER_PIP_accel_mm_s2,MIDDLE_FINGER_DIP_speed_px_s,MIDDLE_FINGER_DIP_speed_mm_s,MIDDLE_FINGER_DIP_accel_mm_s2,MIDDLE_FINGER_TIP_speed_px_s,MIDDLE_FINGER_TIP_speed_mm_s,MIDDLE_FINGER_TIP_accel_mm_s2,RING_FINGER_MCP_speed_px_s,RING_FINGER_MCP_speed_mm_s,RING_FINGER_MCP_accel_mm_s2,RING_FINGER_PIP_speed_px_s,RING_FINGER_PIP_speed_mm_s,RING_FINGER_PIP_accel_mm_s2,RING_FINGER_DIP_speed_px_s,RING_FINGER_DIP_speed_mm_s,RING_FINGER_DIP_accel_mm_s2,RING_FINGER_TIP_speed_px_s,RING_FINGER_TIP_speed_mm_s,RING_FINGER_TIP_accel_mm_s2,PINKY_MCP_speed_px_s,PINKY_MCP_speed_mm_s,PINKY_MCP_accel_mm_s2,PINKY_PIP_speed_px_s,PINKY_PIP_speed_mm_s,PINKY_PIP_accel_mm_s2,PINKY_DIP_speed_px_s,PINKY_DIP_speed_mm_s,PINKY_DIP_accel_mm_s2,PINKY_TIP_speed_px_s,PINKY_TIP_speed_mm_s,PINKY_TIP_accel_mm_s2,WRIST_path_mm,THUMB_CMC_path_mm,THUMB_MCP_path_mm,THUMB_IP_path_mm,THUMB_TIP_path_mm,INDEX_FINGER_MCP_path_mm,INDEX_FINGER_PIP_path_mm,INDEX_FINGER_DIP_path_mm,INDEX_FINGER_TIP_path_mm,MIDDLE_FINGER_MCP_path_mm,MIDDLE_FINGER_PIP_path_mm,MIDDLE_FINGER_DIP_path_mm,MIDDLE_FINGER_TIP_path_mm,RING_FINGER_MCP_path_mm,RING_FINGER_PIP_path_mm,RING_FINGER_DIP_path_mm,RING_FINGER_TIP_path_mm,PINKY_MCP_path_mm,PINKY_PIP_path_mm,PINKY_DIP_path_mm,PINKY_TIP_path_mm
121,4.84,450.6896209716797,363.2438850402832,437.4995803833008,337.2725772857666,406.6315460205078,325.87846755981445,375.15735626220703,326.9966983795166,354.0203094482422,329.1851806640625,417.1345520019531,359.9960231781006,369.54246520996094,342.9793167114258,347.10296630859375,330.2853012084961,332.19913482666016,319.949369430542,410.8095932006836,381.39272689819336,359.4628143310547,368.4255123138428,340.00064849853516,349.21826362609863,331.9746398925781,333.193359375,403.81797790527344,391.8427848815918,360.5216979980469,380.10443687438965,344.24205780029297,361.52478218078613,336.7645263671875,347.2873020172119,397.5662612915039,394.9156379699707,367.34432220458984,381.3361358642578,354.99385833740234,366.27307891845703,348.28765869140625,354.3431282043457,44.07226529855607,42.24942622340317,-1875.4197701141472,39.85802261411308,41.57768528349835,-1471.741509955237,53.35853720493803,55.66067560785635,-1804.6579343268231,58.66597953703617,61.19710597924555,-1650.0373063807974,75.85280811411228,79.1254552231963,-706.691374552662,26.09734820221264,27.22331061905875,-2760.111786825296,27.498306195761142,28.684712533426072,-1413.703562436595,22.153552399844276,23.10936090607943,-377.61157744361003,23.580701110785405,24.5980835286425,200.498431720212,31.205551392752557,32.55190573469371,-2346.9028990632787,23.889109614505387,24.91979822659853,-2439.7695762584813,33.31871906431213,34.756245404275234,-2880.0401997622666,47.545478801482425,49.59681450833725,-3313.088865027993,30.338304831881292,31.64724207588154,-1071.202924072757,22.240205474920497,23.19975260260807,-373.0849609236196,19.561596633918622,20.405575970540582,-1903.4162365020657,47.73931321520559,49.79901185086272,-1823.1148900041042,27.969739540052295,29.176485730778424,667.1221999285979,16.70744335536177,17.428281087761253,-1170.3250587028351,14.750723925973858,15.387139573771787,-2674.8920151070674,41.76151770490061,43.56330611044385,-2572.5908271762646,265.6598803669926,263.92685619671107,285.88081984738756,318.1079431447974,359.7756186678478,312.1120502075955,351.15497301067046,378.9075344583304,479.44595879308764,302.5508381253602,317.0259973841159,346.88550396902406,454.473701433873,294.32032279543216,299.1772204982839,333.02508967494134,431.3125609485726,286.4930681820274,301.0940432519629,340.18208467430935,417.2693387939711
122,4.88,451.6285705566406,364.2616653442383,437.2982406616211,337.9951000213623,405.6737518310547,327.2450065612793,374.6164321899414,327.74250984191895,352.7408218383789,329.7367286682129,419.4108200073242,361.3728904724121,369.78527069091797,344.85669136047363,346.8490982055664,330.9866237640381,332.38563537597656,319.4128704071045,413.3235549926758,382.3751735687256,360.65990447998047,368.13878059387207,339.23606872558594,349.639949798584,330.14076232910156,334.1700267791748,405.9320068359375,393.05694580078125,360.1519775390625,381.23608589172363,342.5318145751953,362.5736618041992,334.6587371826172,347.56982803344727,398.6540222167969,396.5931987762451,366.2838363647461,383.0567264556885,353.15757751464844,367.8926753997803,346.3677215576172,355.4178714752197,36.1120880814264,34.618483775084016,-199.00443042824173,18.751279739306334,19.56029819170361,-550.4346772948685,41.7192892427674,43.519255713724995,-303.5354973532838,23.03304134020231,24.02679513824267,-929.257771025072,34.83257943969205,36.335420840550334,-1069.750859566149,66.50732844215756,69.376767577907,1053.8364239712064,47.32527122525501,49.36710614096373,517.0598401884414,18.64641957331643,19.450913864675808,-91.46117603509056,14.19977238032164,14.812417385635092,-244.64165357518525,67.4777989046973,70.38910870328239,945.9300742147169,30.7737703236509,32.10149559828809,179.54243429223897,21.82890081503797,22.77070232407827,-299.63857700492406,51.943395490910845,54.1844780205596,114.69158780555873,60.947236695827826,63.57678730757573,798.2386307923547,29.762840886588236,31.04694990782695,196.17993263047202,50.156507263537165,52.32049502587324,797.8729763833165,53.1164348371994,55.40812780462784,140.227898844128,49.98396048572906,52.14050376805688,574.1004509319614,50.52884201021251,52.70889404574577,882.0153239496129,61.21182495200779,63.852791146292624,1211.641289313021,55.00699782749893,57.38025857941119,345.42381172418357,267.1043638902496,264.7092681243792,287.6215900759366,319.06901495032713,361.22903550146987,314.88712091071176,353.129657256309,379.6855710129174,480.0384554885131,305.3664024734915,318.31005720804745,347.7963320619872,456.64108055469535,296.86339428773516,300.419098494597,335.11790947597626,433.52888606075766,288.57868833274966,303.20239901379273,342.7361963201611,419.56454913714754
123,4.92,453.5425567626953,364.6341133117676,437.8936767578125,338.12962532043457,405.07755279541016,327.4450492858887,374.07833099365234,328.63243103027344,352.54249572753906,331.04241371154785,421.93347930908203,363.8037300109863,372.3432159423828,348.13055992126465,349.70062255859375,334.8415946960449,334.44862365722656,323.9658737182617,415.91434478759766,385.41592597961426,363.43074798583984,369.5811653137207,341.7542266845703,351.60738945007324,331.3794708251953,336.6697311401367,408.54827880859375,396.1652183532715,362.9966735839844,382.05448150634766,345.1531982421875,363.6431694030762,336.63063049316406,348.94469261169434,400.99483489990234,399.77251052856445,368.78467559814453,384.8196315765381,355.3565216064453,369.7458744049072,347.9276657104492,357.7337837219238,50.85036671573852,48.747183799966336,368.4569658578029,15.261086149463281,15.919521225372238,-91.01942415828428,15.72160897007307,16.39991316770615,-677.9835636504712,25.9989497255417,27.12066676903616,77.34679076983726,33.016536374117486,34.44102513073901,-47.35989274528318,87.5813579444883,91.3600298883864,549.5815577619851,103.86679950430316,108.34810203717966,1474.5248974053982,119.87491403157935,125.04688196013589,2639.899202386502,124.964394428932,130.3559464931751,2888.5882276885004,99.8698120861498,104.17866577178803,844.7389267126412,78.09468377399278,81.46405594942102,1234.0640087783233,79.89030873895362,83.33715262566957,1514.1612575397826,69.74471588634354,72.75383115173953,464.23382827949825,101.56967219435751,105.95186584468898,1059.3769634278312,74.00197197554093,77.19476530348119,1153.695384891356,70.77914079033522,73.83288601414382,537.8097747067645,60.09687926952826,62.68974146008178,182.04034138634847,98.70228985383037,102.96077113594936,1270.5066841973119,76.49359179215055,79.79388532466461,677.124781972971,71.89272247354002,74.99451285173218,278.54304263598897,69.80721351689274,72.81902522418756,385.9691661194091,269.13837855887914,265.34604897339415,288.2775866026448,320.15384162108853,362.6066765066994,318.5415221062472,357.4635813377962,384.68744629132283,485.2526933482401,309.53354910436303,321.5686194460243,351.1298181670139,459.551233800765,301.1014689215227,303.50688910673625,338.07122491654206,436.03647571916093,292.6971191781876,306.39415442677927,345.73597683423037,422.47731014611503
124,4.96,454.0221405029297,365.28602600097656,438.3388900756836,338.6652374267578,405.5928421020508,328.85756492614746,372.9583740234375,329.791259765625,349.68311309814453,331.3399028778076,423.59363555908203,365.4239273071289,375.0773239135742,353.15202713012695,353.1707000732422,340.84622383117676,338.9596939086914,329.95038986206055,417.4385070800781,387.8850746154785,365.0183868408203,373.0906677246094,344.58690643310547,355.2367973327637,335.4582214355469,339.2861080169678,409.7960662841797,398.7162780761719,364.6387481689453,382.9936981201172,346.8178939819336,364.7939872741699,337.9588317871094,349.4420528411865,401.9325637817383,401.8000888824463,370.4954528808594,384.80921745300293,356.99901580810547,369.08589363098145,348.78223419189453,355.92309951782227,21.10581562310004,20.23287421266567,-743.6137773159619,17.41219448493296,18.163438497655576,56.09793180708347,37.58925630677163,39.21103372073249,570.2780138256585,40.28948104816965,42.027758864864694,372.67730239571335,71.87040778949425,74.97123540720267,1013.2552569115916,57.99330808831408,60.4954123186007,-771.6154392446426,142.93897152240308,149.1060314317013,1018.948234863041,173.38001796657318,180.8604478765329,1395.3391479099253,187.35692589453404,195.4403853885213,1627.1109723836546,72.54208123483242,75.67188800590097,-712.6694441471766,96.29772941857551,100.45246664753807,474.71026745292625,115.09962026625192,120.0655595490052,918.2101730833906,121.14463077005173,126.37138025405532,1340.4387275578947,70.99682780780483,74.05996507399287,-797.2975192674028,47.29255220272097,49.33297546582023,-696.544745941524,50.59393292652258,52.77679329050651,-526.4023180909328,35.456715470402465,36.98648503684042,-642.5814105810339,55.84806082667202,58.2576089944524,-1117.579053537424,42.770224492500255,44.61553325588424,-879.4588017195094,44.25326135184069,46.16255530458094,-720.798938678781,50.055372941265354,52.21499729299554,-515.1006982798003,269.98261118380316,266.0725865133004,289.8460279514741,321.83495197568317,365.6055259229875,320.96133859899123,363.4278225950643,391.9218642063842,493.07030876378093,312.5604246245991,325.5867181119258,355.9324405489741,464.6060890109272,304.0638675244825,305.480208125369,340.1822966481623,437.5159351206346,295.0274235379657,308.17877575701465,347.58247904641365,424.56591003783484
125,5.0,455.69339752197266,368.2682991027832,440.70098876953125,341.731481552124,407.5156784057617,332.40288734436035,374.50401306152344,332.58204460144043,350.5110168457031,330.314884185791,425.35980224609375,369.50740814208984,377.3046875,358.1192207336426,355.6584167480469,345.4636573791504,341.8177795410156,334.2362880706787,419.50809478759766,391.7813014984131,365.6085968017578,377.23731994628906,347.21702575683594,358.489465713501,339.9280548095703,342.2358226776123,412.2511291503906,402.0076847076416,366.6373062133789,384.1595649719238,351.94580078125,365.4300785064697,345.5276107788086,350.92005729675293,405.44605255126953,404.39892768859863,374.2885971069336,385.4467964172363,362.7924346923828,369.57876205444336,355.80726623535156,357.3428535461426,89.15322781248481,85.46582971230298,1701.1853047346194,96.76441519167702,100.93928744113735,2069.3962235870445,100.82971567186816,105.1799841155477,1649.2237598703803,79.7554074807493,83.19643109233436,1029.2168056867417,32.94017241724939,34.361366473399094,-1015.2467233450894,111.22657195956826,116.02540971161561,1388.2499348253727,136.09316854856743,141.9648683008893,-178.5290782703001,131.12357440610572,136.78086247996762,-1101.989634914132,128.78658930653094,134.34304884523053,-1527.4334135822692,110.29442756327829,115.05304821935238,984.5290053362852,104.7111277681094,109.2288585957368,219.40979870496804,104.57467204140738,109.0865155268175,-274.4761005546927,133.88480816254656,139.66122885516305,332.24621502769304,102.65443028289974,107.08342550209578,825.5865107025727,57.84396993805706,60.33963101774892,275.1663887982172,129.18020407139622,134.75364600342252,2049.4213178229,192.79346558536028,201.11148298623263,4103.124948734805,109.25476669803002,113.9685314916822,1392.773062430745,96.1588856250201,100.30763247932298,1392.3024805859684,145.35865482391128,151.63011125798508,2636.688898835104,179.1765482571063,186.9070677625559,3367.3017617390087,273.5487402963026,270.11015801094584,294.05322731609607,325.1628092193765,366.9799805819234,325.6023549874559,369.10641732709985,397.3930987055829,498.4440307175901,317.1625465533732,329.9558724557553,360.2959011700469,470.19253816513367,308.34720454456624,307.89379336607897,345.5724424882992,445.5603944400839,299.58616479763305,312.19108105618756,353.64768349673307,432.042192748337
126,5.04,456.3409423828125,369.05985832214355,442.4332809448242,343.423433303833,410.82183837890625,334.44082260131836,378.2999801635742,335.0057029724121,354.1667938232422,332.1065139770508,427.9819107055664,373.7593173980713,380.8258819580078,361.951904296875,359.0398406982422,347.8585624694824,345.6502151489258,335.50549507141113,421.31019592285156,395.50658226013184,367.7577590942383,379.910888671875,350.43006896972656,359.0053367614746,344.25540924072266,341.6696834564209,413.25645446777344,405.1303768157959,368.4199523925781,385.4497718811035,354.85164642333984,365.6568717956543,349.52518463134766,351.0962390899658,406.27254486083984,406.91843032836914,375.57472229003906,386.88929557800293,364.9961853027344,370.17202377319336,358.9039993286133,357.59963035583496,26.670156717728354,25.5670728740413,-1562.0767773689115,60.536852983804145,63.14869771092943,-944.764743255198,97.09490807830613,101.2840393462114,-97.3986192334074,112.59297863053257,117.45076959674225,856.3584626101971,101.77991764843075,106.17118227707638,1795.245395091932,124.88541021256935,130.27355452601498,356.2036203599842,130.11599081919397,135.72980699537865,-155.87653263776602,103.59053504861325,108.05991823275718,-718.023606180261,100.9283443200109,105.28286806772257,-726.5045194376988,103.45677012439558,107.92038206020446,-178.3166539786979,85.7571727679787,89.45714077865712,-494.2929454269919,81.35481556905499,84.8648451724626,-605.5417588588725,109.10576861062687,113.81310492559615,-646.2030982391724,82.01328015975514,85.55171902437226,-538.292661943088,55.01398270388047,57.38754481623101,-73.80215503794787,72.86706256804104,76.01089056320231,-1468.5688860055052,100.0363581740525,104.35239744169691,-2418.977138613393,66.29000249655593,69.15006516826556,-1120.461658085416,48.31486453094964,50.39939515894073,-1247.7059330095562,57.05521568817728,59.51684619761308,-2302.8316265093,77.68401613627675,81.03567017719185,-2646.784939634101,274.6155465650117,272.63610591938306,298.1045888899445,329.8608400032462,371.22682787300647,330.8132971684965,374.53560960691505,401.71549543489317,502.6553454402991,321.47936183578133,333.5341580869016,363.69049497694533,474.74506236215746,311.76927330554116,310.1892951587282,348.6128781108273,449.73449033775177,302.3521674043636,314.2070568625452,356.02835734463764,435.28361955542476
127,5.08,458.1983184814453,372.36047744750977,444.283447265625,346.1948490142822,413.792724609375,336.72858238220215,380.9129333496094,336.90173149108887,356.8194580078125,333.66674423217773,427.6121139526367,375.86194038391113,381.2514877319336,363.91565322875977,359.68162536621094,349.090518951416,347.38197326660156,336.390323638916,421.4215087890625,397.7637004852295,367.5432586669922,381.1123466491699,351.8905258178711,358.70152473449707,347.26722717285156,341.9161891937256,413.47145080566406,407.6957416534424,368.5615921020508,386.72884941101074,355.83179473876953,367.0415210723877,350.9898376464844,353.73144149780273,407.1126174926758,409.4927787780762,375.7185363769531,389.1186046600342,365.47801971435547,372.66334533691406,359.79373931884766,361.14452362060547,98.76855151742257,94.68346140729138,1802.4598699923552,83.30613893476821,86.9003578111963,593.7915025066717,93.74169899722543,97.7861570450062,-87.44705753012987,80.70954286841973,84.1917323708369,-831.4759306476336,76.93725416335866,80.25668937846355,-647.8623224653209,53.37235391016706,55.67508843077105,-1864.9616523810985,50.233518082286956,52.4008284537606,-2083.2244635404513,34.72754970317114,36.225859626920816,-1795.851465145909,48.617819341322196,50.71542086555298,-1364.18618005424,56.49653327999475,58.934059601154694,-1224.6580614762443,30.511388288784502,31.827793167654807,-1440.7336902750578,37.29306196389332,38.902060159997276,-1149.069625311633,75.54722171768367,78.80668439152116,-875.1605133518748,64.35895516330339,67.1357033654529,-460.4003914729841,32.172398251578464,33.56046691703818,-595.6769474798207,42.411262800979365,44.24108426769978,-794.2451573875632,75.37199490285894,78.6238974672789,-643.2124993604504,67.69874429812543,70.61958672076288,36.73803881243316,55.84857582574253,58.25814621300642,196.4687763516423,63.43721075836532,66.17419056911135,166.4336092874567,91.37117129064005,95.3133536173389,356.9420860036764,278.56628862570864,276.1121202318309,302.01603517174476,333.22850929807964,374.43709544814504,333.04030070572736,376.63164274506545,403.16452981996997,504.6839622749212,323.83672421982754,334.8072698136078,365.2465773833452,477.89732973781827,314.4547014401593,311.53171383540973,350.3825214815353,452.87944623644296,305.17695087319413,316.53738271106545,358.67532496740205,439.0961537001183
128,5.12,457.7976989746094,375.7680416107178,443.75511169433594,348.9510154724121,412.4394989013672,340.2459239959717,379.8310852050781,340.4528045654297,356.05079650878906,335.5213451385498,427.13306427001953,378.84395599365234,380.3068161010742,365.85883140563965,359.1053009033203,351.86110496520996,345.33145904541016,340.3762722015381,420.5268859863281,400.9420394897461,367.2771453857422,384.0406322479248,352.6415252685547,362.0518970489502,347.35340118408203,345.5445957183838,412.83985137939453,410.797176361084,368.9064025878906,388.9009666442871,358.5898208618164,369.7038173675537,354.5760726928711,357.156343460083,406.5412139892578,412.61592864990234,376.6324996948242,391.790714263916,368.3487319946289,375.7965660095215,363.79688262939453,365.06818771362305,89.47660561706209,85.77583253617011,-232.29864750901186,70.15871302273138,73.185690072882,-342.8666934578576,94.21687695407898,98.28183641512923,12.391984253075705,92.805291427584,96.80934844603044,315.4404018798385,50.189547106426105,52.35496036307154,-697.5432253848002,75.50623192473864,78.76392610600851,577.2209418809366,54.015888387426905,56.346388013884756,98.63898900310382,70.7473354019287,73.79970839160372,939.3462191170725,112.06135182115963,116.89620590495109,1654.5196259849527,82.54615673520136,86.10758640302657,679.338170046797,73.50881250882817,76.68032861654176,1121.313386222174,85.83776419932055,89.54120930361428,1265.9787285904251,90.73574222844107,94.65050915503629,396.0956190878783,79.12733045947189,82.54125587259773,385.1388126786208,54.98288112131635,57.3551013650295,594.865861199783,95.83361120538447,99.96832419046686,1393.180998069177,123.97337229009003,129.32216699546464,1267.4567382046437,79.37477199024796,82.79937319548348,304.494661868015,70.60231353137215,73.6484295950713,384.75708455162214,106.2369426664026,110.82050432930222,1116.157844004772,140.13452527752494,146.18058817795736,1271.6808640154613,282.1453528503911,279.03954783474614,305.9473086283499,337.10088323592083,376.5312938626679,336.1908577499677,378.88549826562087,406.11651815563414,509.3598105111193,327.28102767594856,337.8744829582694,368.82822575548977,481.6833501040198,317.7563516750632,313.8259178900109,354.381254449154,458.0523329162616,308.4889258010135,319.4833198948683,363.10814514057415,444.9433772272366
129,5.16,455.56766510009766,376.3499164581299,442.4570083618164,350.61132431030273,410.3631591796875,341.5162181854248,377.4946594238281,343.4627151489258,353.0794143676758,343.1148147583008,428.177490234375,381.39942169189453,380.61450958251953,367.20794677734375,358.5521697998047,353.25276374816895,343.5976028442383,341.88526153564453,421.3165283203125,403.659725189209,367.90199279785156,386.08285903930664,351.1707305908203,364.4008255004883,344.27806854248047,347.27694511413574,413.05797576904297,413.24732780456543,368.12877655029297,392.13154792785645,354.7400665283203,372.299222946167,348.48323822021484,358.01788330078125,405.7683563232422,414.71534729003906,375.0002670288086,393.8374328613281,364.21974182128906,376.90956115722656,357.6873779296875,364.5077705383301,60.10331841492948,57.61743127908762,-734.3321800533153,52.68833895581183,54.96156185227696,-455.603205515126,60.852454590916324,63.477915856609094,-870.0980139630035,95.25770031843707,99.36756579759162,63.95543378902957,203.85333682363407,212.6485291180229,4007.3392188737844,69.01644065869506,71.9941347034713,-169.24478506343021,34.5939623046081,36.0865086393149,-506.4969843642464,37.43885169398975,39.054139945143696,-868.6392111615005,57.463608792811094,59.94285930269881,-1423.833665056307,70.75199015171496,73.80456396920125,-307.575560845633,53.39197362348537,55.69555463085325,-524.6193496422127,69.28519797951469,72.27448747989624,-431.6680455929511,88.24222800572227,92.04941299414897,-65.02740402218308,61.496038212604155,64.14926670447268,-459.7997292031263,83.07134615835629,86.65543496946363,732.5083401108533,116.07308728170179,121.08102651268518,527.8175580554581,153.83611980021695,160.4733339687352,778.7791743317641,55.92890352085755,58.341939622914786,-611.4358393142174,65.44673642073886,68.27041662548616,-134.45032423962857,106.90918473859028,111.5217500880883,17.531143969651808,153.3788509828393,159.99633642264635,345.3937061172247,284.5494855869883,281.2380103088372,308.48642526261426,341.0755858678245,385.0372350273888,339.07062313810655,380.32895861119346,407.6786837534398,511.75752488322723,330.2332102347166,340.10230514350354,371.71920525468556,485.36532662378573,320.32232234324215,317.29213528878944,359.22449550966144,464.471266275011,310.8226033859301,322.2141365598878,367.56901514409765,451.3432306841425
130,5.2,456.6245651245117,375.81579208374023,442.48058319091797,350.60391426086426,409.89200592041016,342.8748321533203,376.0746383666992,345.68979263305664,351.13189697265625,346.46796226501465,427.54451751708984,381.7327880859375,379.26036834716797,368.1279945373535,357.4224853515625,354.13867950439453,342.86354064941406,342.9525947570801,421.9757080078125,404.8587226867676,367.88421630859375,388.74621391296387,350.07320404052734,366.7916679382324,342.35145568847656,349.21299934387207,414.58972930908203,415.28157234191895,368.72596740722656,394.83790397644043,354.1575622558594,375.756311416626,346.729736328125,362.1233654022217,407.5889587402344,417.2343635559082,375.56209564208984,396.666955947876,364.0372848510742,380.51095962524414,356.6310119628906,369.0043544769287,30.88226454606415,29.604966949436662,-730.5263467216333,0.6177992189258097,0.6444539846237424,-1357.9276966913303,35.94976797116047,37.500810142810415,-649.427642844967,66.0318764074033,68.88080230487284,-762.1690873179695,96.94206454657946,101.12460142523688,-2788.098192319651,17.884833195765452,18.656469066734374,-1333.4416409184232,40.92818684887625,42.69402143959465,165.18782000699375,35.89075159188826,37.439247519202425,-40.37231064853177,32.38486829765303,33.782103920794874,-654.0188845475983,34.206293824788006,35.682114316888466,-953.0612413078197,66.58535493355518,69.45816049934004,344.0651467121697,65.76802077528033,68.60556269906252,-91.723119520843,68.28315618480246,71.22921288650222,-520.5050026911686,63.66130960586863,66.40795809551612,56.467284776086046,69.28654262062817,72.27589013515531,-359.488620857708,87.64549303877412,91.4269320724626,-741.3523610055645,111.60687750652507,116.42212342960472,-1101.280263478262,77.70149656084135,81.05390478953589,567.7991291655277,72.11905212913928,75.23060743379247,174.0047702076577,90.1504349387017,94.0399489543327,-437.0450283438899,115.47504106047629,120.4571777630411,-988.4789664901313,285.78477616883083,281.2637884682222,309.98645766832664,343.83081796001943,389.08221908439833,339.8168819007759,382.0367194687772,409.1762536542079,513.1088090400591,331.6604948073922,342.88063156347715,374.46342776264805,488.21449513924586,322.97864066706273,320.18317089419565,362.88157279255995,469.12815121219523,314.06475957751155,325.22336085723947,371.33061310227095,456.1615177946641
131,5.24,456.19964599609375,376.5128231048584,442.26375579833984,351.2937355041504,409.05269622802734,342.9414939880371,375.06690979003906,345.11770248413086,351.0525131225586,346.57087326049805,426.7974090576172,380.4348850250244,379.06044006347656,367.99281120300293,356.8357849121094,354.19684410095215,341.82159423828125,342.8872776031494,420.9197235107422,402.67650604248047,367.7877426147461,388.480224609375,350.1264190673828,366.9304847717285,342.2821807861328,349.64149475097656,413.0059051513672,412.5432586669922,367.3423767089844,393.8381767272949,352.45628356933594,374.49405670166016,344.6377182006836,360.8013725280762,405.5773162841797,414.17890548706055,373.2447052001953,394.74480628967285,361.5961456298828,378.32207679748535,353.9826965332031,366.6361713409424,21.288979032693405,20.408461941320393,-239.83213783426862,18.077393787909777,18.85733762902341,455.3220911099917,21.048820631087935,21.95696580989697,-388.59610832283613,28.969855267107253,30.219751156892276,-966.5262786995143,3.2492757508127115,3.3894647979540737,-2443.3784156820698,37.4393126083997,39.05462074557039,509.9537919709004,6.033544382550656,6.2938598813701505,-910.0040389556124,14.739414123939943,15.375341813653645,-551.5976426387195,26.099792315626647,27.225860183027557,-163.90609344418294,60.607202236288174,63.22208216123266,688.4991961086049,7.073607779463649,7.378796507815408,-1551.9840997881158,3.7166813443842677,3.8770364684659913,-1618.2131557649132,10.851478182843934,11.319662019241221,-1497.7387716815251,79.0840563295315,82.49611469304153,402.2039149381353,42.674478562619456,44.51565639600334,-694.0058434787993,52.96010370241191,55.24505180898361,-904.5470065869748,61.8678278915774,64.53709713985732,-1297.125657243685,91.45534901486074,95.40116316472698,358.6814593797772,75.27017075473242,78.51768014621275,82.17681781050707,81.96938731508358,85.50593243581969,-213.35041296282532,88.81816389642285,92.65019746955696,-695.1745073371036,286.6363353301386,282.01808197338306,310.86473630072254,345.0396080062951,389.2177976763165,341.3790667305987,382.2884738640321,409.791267326754,514.1978434473801,334.18937809384147,343.17578342378977,374.6185092213867,488.6672816200155,326.2784852547844,321.9637971500358,365.0913748649193,471.7096350977895,317.88080610410066,328.364068063088,374.7508503997037,459.8675256934464
