speed_mean_mm_s,speed_std_mm_s,speed_max_mm_s,speed_min_mm_s,speed_median_mm_s,speed_q25_mm_s,speed_q75_mm_s,speed_iqr_mm_s,speed_cv,speed_skew,speed_kurtosis,speed_rms_mm_s,n_peaks,n_high_peaks,peak_mean_magnitude_mm_s,peak_max_magnitude_mm_s,peak_std_magnitude_mm_s,high_peak_mean_mm_s,peak_mean_duration_s,peak_max_duration_s,peak_total_duration_s,peak_duration_span_s,time_to_first_peak_s,time_to_last_peak_s,accel_mean_mm_s2,accel_std_mm_s2,accel_max_mm_s2,accel_median_mm_s2,accel_q95_mm_s2,n_accel_peaks,accel_peak_mean_mm_s2,accel_peak_max_mm_s2,accel_peak_mean_duration_s,accel_peak_total_duration_s,accel_pos_mean_mm_s2,accel_neg_mean_mm_s2,accel_balance_ratio,jerk_mean_mm_s3,jerk_std_mm_s3,jerk_max_mm_s3,jerk_median_mm_s3,jerk_q95_mm_s3,n_jerk_peaks,jerk_peak_mean_mm_s3,jerk_peak_max_mm_s3,jerk_peak_mean_duration_s,jerk_peak_total_duration_s,dominant_freq_hz,median_freq_hz,mean_freq_hz,spectral_energy,zero_crossings,mean_abs_diff_mm_s,peak_to_avg_ratio,time_to_max_speed_s,time_from_max_to_end_s,area_under_curve_mm
166.8340929248828,148.07395443998874,690.2013642529224,8.358425092395109,111.05623585085551,52.346392388252994,250.13543381746092,197.78904142920794,0.8875521294479011,1.2863812282991118,1.080875538519237,223.0683988053088,26,24,451.5148303966098,690.2013642529224,146.75356149608353,473.7553810710149,0.21381898860228452,0.3808771934318756,5.559293703659398,20.64,4.4,25.04,911.2389277652528,997.6810561623251,4917.01612028345,525.4809617480641,3175.5575865919404,31,2926.8991259654968,4917.01612028345,0.1091209835177274,3.382750489049549,977.8789399849392,852.4853075242277,1.147091838659115,13929.051801297574,15335.593320851023,93287.53553890614,8885.83784716477,44835.30402044342,52,40238.209601440896,93287.53553890614,0.08775850585451368,4.563442304434711,0.03912334141677018,1.6040569980875774,2.421065515970805,4434459430.348246,55,40.967890784266835,4.137052278419413,17.68,7.84,4269.102678109052
